address,property_status,sale_amount,sale_date,multi_lot_sale
"6/3 CLIVE RD, COTTESLOE",Strata,1450000,2023-07-21,N
"5/3 CLIVE RD, COTTESLOE",Vacant,1400000,2007-01-12,N
"2/3 CLIVE RD, COTTESLOE",Strata,950000,2019-07-01,N
"1/3 CLIVE RD, COTTESLOE",Strata,1385000,2022-04-05,N
"24 MCNAMARA WAY, COTTESLOE",Strata,1395000,2010-03-18,N
"26 MCNAMARA WAY, COTTESLOE",Strata,1528000,2021-01-22,N
"28 MCNAMARA WAY, COTTESLOE",Non Strata,1820000,2022-06-17,N
"3/3 CLIVE RD, COTTESLOE",Strata,1450000,2023-05-26,N
"34 MCNAMARA WAY, COTTESLOE",Non Strata,1505000,2022-12-22,N
"30 MCNAMARA WAY, COTTESLOE",Vacant,175000,1996-08-27,N
"5 JOINERY WAY, COTTESLOE",Non Strata,1600000,2022-10-04,Y
"32 MCNAMARA WAY, COTTESLOE",Non Strata,1306000,2012-06-30,N
"5 JOINERY WAY, COTTESLOE",Non Strata,1600000,2022-10-04,Y
"4 CLIVE RD, COTTESLOE",Non Strata,275000,1995-08-09,N
"7 JOINERY WAY, COTTESLOE",Vacant,280000,2000-04-19,N
"6 CLIVE RD, COTTESLOE",Strata,2000000,2021-11-13,N
"8 CLIVE RD, COTTESLOE",Strata,1395000,2013-07-01,N
"3 CONGDON ST, COTTESLOE",Non Strata,1080000,2005-04-25,N
"5 CONGDON ST, COTTESLOE",Non Strata,800000,2002-04-03,N
"9 CONGDON ST, COTTESLOE",Non Strata,3500000,2019-08-06,N
"7 CONGDON ST, COTTESLOE",Non Strata,1900000,2017-10-10,N
"11 A CONGDON ST, COTTESLOE",Non Strata,3300000,2015-11-12,Y
"11 CONGDON ST, COTTESLOE",Non Strata,3300000,2015-11-12,Y
"15 CONGDON ST, COTTESLOE",Non Strata,1115000,2004-10-28,N
"13 CONGDON ST, COTTESLOE",Non Strata,688000,2001-09-22,N
"125 GRANT ST, COTTESLOE",Strata,1810000,2019-11-15,N
"15 CONGDON ST, COTTESLOE",Strata,2575000,2018-03-24,N
"115 GRANT ST, COTTESLOE",Non Strata,5500000,2017-12-10,N
"117 GRANT ST, COTTESLOE",Non Strata,1680000,2004-09-10,N
"121 GRANT ST, COTTESLOE",Non Strata,1175000,2000-10-18,N
"119 GRANT ST, COTTESLOE",Non Strata,3310000,2014-07-01,N
"123 GRANT ST, COTTESLOE",Non Strata,1375000,2014-01-09,N
"113 GRANT ST, COTTESLOE",Non Strata,4800000,2023-06-17,Y
"30 MANN ST, COTTESLOE",Vacant,1425000,2020-11-02,N
"113 A GRANT ST, COTTESLOE",Non Strata,4800000,2023-06-17,Y
"111 GRANT ST, COTTESLOE",Vacant,1525000,2020-08-14,N
"32 MANN ST, COTTESLOE",Vacant,1485000,2020-11-15,N
"109 GRANT ST, COTTESLOE",Non Strata,2700000,2018-05-12,N
"107 GRANT ST, COTTESLOE",Non Strata,448000,1996-06-26,N
"105 GRANT ST, COTTESLOE",Non Strata,590000,1999-08-02,N
"25 MANN ST, COTTESLOE",Non Strata,4600000,2019-03-29,Y
"103 GRANT ST, COTTESLOE",Non Strata,4000000,2020-08-31,N
"2 GREENHAM ST, COTTESLOE",Non Strata,1380000,2013-09-02,N
"90 RAILWAY ST, COTTESLOE",Non Strata,1450000,2009-12-15,N
"92 RAILWAY ST, COTTESLOE",Non Strata,1200000,2013-11-11,N
"94 A RAILWAY ST, COTTESLOE",Strata,1200000,2020-09-16,N
"6 GREENHAM ST, COTTESLOE",Non Strata,2250000,2003-07-28,N
"23 MANN ST, COTTESLOE",Non Strata,4600000,2019-03-29,Y
"19 MANN ST, COTTESLOE",Non Strata,4700000,2021-11-20,Y
"17 MANN ST, COTTESLOE",Non Strata,4700000,2021-11-20,Y
"15 MANN ST, COTTESLOE",Non Strata,855000,2002-03-09,N
"20 MANN ST, COTTESLOE",Non Strata,1855000,2018-11-26,N
"18 MANN ST, COTTESLOE",Non Strata,2950000,2021-01-25,N
"16 MANN ST, COTTESLOE",Non Strata,460000,1995-09-23,N
"14 MANN ST, COTTESLOE",Non Strata,2500000,2015-07-07,N
"13 MANN ST, COTTESLOE",Non Strata,880000,2004-04-24,N
"7 GREENHAM ST, COTTESLOE",Non Strata,1750000,2012-06-10,N
"5 GREENHAM ST, COTTESLOE",Non Strata,1680000,2011-12-07,N
"1 GREENHAM ST, COTTESLOE",Non Strata,3725000,2021-06-27,N
"3 GREENHAM ST, COTTESLOE",Non Strata,1500000,2020-02-29,N
"84 RAILWAY ST, COTTESLOE",Non Strata,2570000,2020-10-06,N
"82 RAILWAY ST, COTTESLOE",Non Strata,1900000,2022-01-23,N
"86 RAILWAY ST, COTTESLOE",Non Strata,4300000,2022-10-26,N
"1 MANN ST, COTTESLOE",Strata,1750000,2018-08-14,N
"4 MANN ST, COTTESLOE",Non Strata,735000,1999-10-31,N
"3 MANN ST, COTTESLOE",Non Strata,620000,1996-06-22,N
"5 MANN ST, COTTESLOE",Non Strata,1040000,2004-07-12,N
"7 MANN ST, COTTESLOE",Vacant,565000,2000-01-21,N
"7 A MANN ST, COTTESLOE",Vacant,440000,1998-09-18,N
"8 MANN ST, COTTESLOE",Non Strata,850000,2003-02-14,N
"8/12 MCNAMARA WAY, COTTESLOE",Strata,542000,2023-05-19,N
"3/451 STIRLING HWY, COTTESLOE",Strata,450000,2021-07-14,N
"461 STIRLING HWY, COTTESLOE",Non Strata,1050000,2019-08-12,N
"463 STIRLING HWY, COTTESLOE",Non Strata,1020000,2011-08-12,N
"40 BOREHAM ST, COTTESLOE",Non Strata,1410000,2021-12-18,N
"465 STIRLING HWY, COTTESLOE",Non Strata,1400000,2020-08-20,N
"38 BOREHAM ST, COTTESLOE",Non Strata,1150000,2010-10-29,N
"36 BOREHAM ST, COTTESLOE",Non Strata,1575000,2017-09-10,N
"32 BOREHAM ST, COTTESLOE",Non Strata,2400000,2019-11-02,N
"2/39 BOREHAM ST, COTTESLOE",Strata,1110000,2023-03-20,N
"1/39 BOREHAM ST, COTTESLOE",Strata,920000,2020-12-03,N
"37 BOREHAM ST, COTTESLOE",Non Strata,1300000,2013-12-04,N
"33 BOREHAM ST, COTTESLOE",Non Strata,1900000,2023-06-06,N
"35 BOREHAM ST, COTTESLOE",Non Strata,1400000,2016-04-08,N
"31 BOREHAM ST, COTTESLOE",Non Strata,1300000,2016-11-20,N
"14 EDWARD ST, COTTESLOE",Non Strata,1600000,2012-04-04,N
"3 GORDON ST, COTTESLOE",Non Strata,2020000,2018-03-03,N
"27 BOREHAM ST, COTTESLOE",Non Strata,1600000,2019-02-28,N
"12 EDWARD ST, COTTESLOE",Vacant,1040000,2017-10-05,N
"25 BOREHAM ST, COTTESLOE",Non Strata,855000,2017-02-20,N
"10 EDWARD ST, COTTESLOE",Non Strata,985000,2004-05-03,N
"23 BOREHAM ST, COTTESLOE",Non Strata,3600000,2022-01-30,N
"4 EDWARD ST, COTTESLOE",Non Strata,2300000,2019-02-13,N
"6 EDWARD ST, COTTESLOE",Non Strata,1490000,2013-12-07,N
"8 EDWARD ST, COTTESLOE",Vacant,284000,1996-02-26,N
"3 EDWARD ST, COTTESLOE",Non Strata,3010000,2023-05-02,N
"100 NAPIER ST, COTTESLOE",Non Strata,2525000,2008-05-16,N
"102 NAPIER ST, COTTESLOE",Non Strata,465000,2001-04-17,N
"5 EDWARD ST, COTTESLOE",Non Strata,786000,2005-07-02,N
"7 EDWARD ST, COTTESLOE",Non Strata,2830000,2022-04-18,N
"104 NAPIER ST, COTTESLOE",Non Strata,2850000,2022-06-08,N
"9 EDWARD ST, COTTESLOE",Non Strata,1435000,2012-07-30,N
"108 NAPIER ST, COTTESLOE",Non Strata,1700000,2015-10-17,N
"487 STIRLING HWY, COTTESLOE",Non Strata,949000,2009-09-05,N
"11 EDWARD ST, COTTESLOE",Non Strata,710000,2003-02-20,N
"13 EDWARD ST, COTTESLOE",Non Strata,1375000,2010-12-14,N
"483 STIRLING HWY, COTTESLOE",Strata,840000,2011-10-05,N
"483 A STIRLING HWY, COTTESLOE",Strata,527000,2005-01-18,N
"3/15 EDWARD ST, COTTESLOE",Strata,920000,2017-10-04,N
"479 STIRLING HWY, COTTESLOE",Non Strata,1000000,2016-02-03,N
"16 EDWARD ST, COTTESLOE",Non Strata,1180000,2019-11-24,N
"471 A STIRLING HWY, COTTESLOE",Strata,1375000,2023-07-28,N
"471 STIRLING HWY, COTTESLOE",Non Strata,515000,2004-02-09,N
"473 STIRLING HWY, COTTESLOE",Non Strata,765000,2012-06-13,N
"2 GORDON ST, COTTESLOE",Non Strata,1600000,2019-11-07,N
"477 STIRLING HWY, COTTESLOE",Non Strata,795000,2007-10-15,N
"475 STIRLING HWY, COTTESLOE",Non Strata,275000,2000-08-24,N
"37 CONGDON ST, COTTESLOE",Non Strata,2120000,2021-09-29,N
"39 CONGDON ST, COTTESLOE",Non Strata,2205000,2022-10-20,N
"35 CONGDON ST, COTTESLOE",Non Strata,580000,1999-02-23,N
"8 SEA VIEW TCE, COTTESLOE",Non Strata,1700000,2018-11-26,N
"12 SEA VIEW TCE, COTTESLOE",Non Strata,565000,2002-12-31,N
"122 RAILWAY ST, COTTESLOE",Non Strata,1900000,2010-04-27,N
"10 SEA VIEW TCE, COTTESLOE",Non Strata,510000,2001-10-13,N
"126 RAILWAY ST, COTTESLOE",Vacant,3600000,2020-07-08,N
"41 CONGDON ST, COTTESLOE",Non Strata,1470000,2007-08-06,N
"124 RAILWAY ST, COTTESLOE",Non Strata,1800000,2010-05-04,N
"14 A SALISBURY ST, COTTESLOE",Strata,555000,2003-05-24,N
"10 NORTH ST, COTTESLOE",Non Strata,1110000,2012-05-15,N
"14 B SALISBURY ST, COTTESLOE",Strata,975000,2019-09-15,N
"12 A SALISBURY ST, COTTESLOE",Strata,1029000,2017-02-18,N
"10 SALISBURY ST, COTTESLOE",Non Strata,200000,1997-10-17,N
"8 SALISBURY ST, COTTESLOE",Non Strata,830000,2004-05-04,N
"4 SALISBURY ST, COTTESLOE",Strata,319000,2019-03-11,N
"6 SALISBURY ST, COTTESLOE",Non Strata,277000,1992-08-03,N
"4 A SALISBURY ST, COTTESLOE",Strata,20,2007-05-15,N
"14 BALFOUR ST, COTTESLOE",Strata,2000000,2019-10-18,N
"2 SALISBURY ST, COTTESLOE",Strata,1060000,2018-03-24,N
"15 BALFOUR ST, COTTESLOE",Strata,1100000,2013-07-14,N
"13 BALFOUR ST, COTTESLOE",Strata,1290000,2018-03-25,N
"11 A BALFOUR ST, COTTESLOE",Strata,1450000,2018-11-16,N
"291 B CURTIN AV, COTTESLOE",Vacant,625000,2017-01-13,N
"293 CURTIN AV, COTTESLOE",Non Strata,305000,2000-03-24,N
"1 BALFOUR ST, COTTESLOE",Strata,1425000,2008-04-05,N
"20 ELIZABETH ST, COTTESLOE",Strata,1200000,2021-06-08,N
"18 ELIZABETH ST, COTTESLOE",Non Strata,1900000,2020-10-21,N
"3 A BALFOUR ST, COTTESLOE",Strata,455000,2002-09-28,N
"5 B BALFOUR ST, COTTESLOE",Strata,1365000,2023-04-25,N
"5 A BALFOUR ST, COTTESLOE",Strata,880000,2014-06-23,N
"18 A ELIZABETH ST, COTTESLOE",Non Strata,1420000,2020-04-11,N
"7 B BALFOUR ST, COTTESLOE",Strata,1750000,2023-03-19,N
"7 A BALFOUR ST, COTTESLOE",Strata,1020000,2012-04-02,N
"9 BALFOUR ST, COTTESLOE",Non Strata,2200000,2008-03-29,N
"8 BALFOUR ST, COTTESLOE",Strata,1090000,2017-12-14,N
"31 ELIZABETH ST, COTTESLOE",Non Strata,325000,1989-03-23,N
"27 A ELIZABETH ST, COTTESLOE",Strata,1100000,2019-11-01,N
"29 A ELIZABETH ST, COTTESLOE",Strata,1700000,2021-11-21,N
"26 B GRIVER ST, COTTESLOE",Strata,2100000,2012-01-14,N
"25 ELIZABETH ST, COTTESLOE",Strata,1480000,2019-10-22,N
"27 B ELIZABETH ST, COTTESLOE",Strata,1650000,2021-05-03,N
"24 GRIVER ST, COTTESLOE",Non Strata,2000000,2014-02-08,N
"23 ELIZABETH ST, COTTESLOE",Non Strata,290000,1991-03-23,N
"26 A GRIVER ST, COTTESLOE",Strata,2925000,2023-01-24,N
"29 GRIVER ST, COTTESLOE",Non Strata,1560000,2013-02-15,N
"26 KATHLEEN ST, COTTESLOE",Non Strata,181000,1989-06-14,N
"28 KATHLEEN ST, COTTESLOE",Non Strata,1425000,2015-08-07,N
"31 KATHLEEN ST, COTTESLOE",Non Strata,1420000,2006-10-26,N
"32 KATHLEEN ST, COTTESLOE",Non Strata,575000,2002-08-01,N
"30 KATHLEEN ST, COTTESLOE",Non Strata,1800000,2014-11-24,N
"34 KATHLEEN ST, COTTESLOE",Non Strata,2000000,2014-11-26,N
"38 KATHLEEN ST, COTTESLOE",Non Strata,2410000,2022-03-08,N
"36 KATHLEEN ST, COTTESLOE",Non Strata,2250000,2020-09-09,N
"33 KATHLEEN ST, COTTESLOE",Non Strata,4250000,2021-07-27,N
"35 KATHLEEN ST, COTTESLOE",Non Strata,2800000,2022-02-21,N
"35 GRIVER ST, COTTESLOE",Non Strata,1850000,2019-04-06,N
"31 GRIVER ST, COTTESLOE",Non Strata,2632500,2022-08-12,N
"33 GRIVER ST, COTTESLOE",Non Strata,1475000,2012-05-06,N
"30 GRIVER ST, COTTESLOE",Strata,1475000,2016-03-29,N
"28 A GRIVER ST, COTTESLOE",Strata,1520000,2022-06-03,N
"39 GRIVER ST, COTTESLOE",Non Strata,347000,1997-10-10,N
"37 GRIVER ST, COTTESLOE",Non Strata,1650000,2015-11-01,N
"41 GRIVER ST, COTTESLOE",Non Strata,1400000,2012-08-20,N
"42 KATHLEEN ST, COTTESLOE",Non Strata,1425000,2008-09-05,N
"41 KATHLEEN ST, COTTESLOE",Non Strata,1500000,2011-03-09,N
"43 KATHLEEN ST, COTTESLOE",Non Strata,1730000,2019-07-16,N
"45 KATHLEEN ST, COTTESLOE",Non Strata,1800000,2020-11-12,N
"44 KATHLEEN ST, COTTESLOE",Non Strata,1435000,2017-09-17,N
"48 KATHLEEN ST, COTTESLOE",Non Strata,1850000,2020-06-30,N
"46 KATHLEEN ST, COTTESLOE",Non Strata,322500,1995-10-06,N
"47 KATHLEEN ST, COTTESLOE",Non Strata,2450000,2021-04-07,N
"49 KATHLEEN ST, COTTESLOE",Non Strata,1200000,2006-02-12,N
"53 KATHLEEN ST, COTTESLOE",Non Strata,180000,1991-10-10,N
"51 KATHLEEN ST, COTTESLOE",Non Strata,250000,1990-01-10,N
"50 KATHLEEN ST, COTTESLOE",Non Strata,3120000,2021-10-29,N
"52 KATHLEEN ST, COTTESLOE",Non Strata,2350000,2017-04-19,N
"49 GRIVER ST, COTTESLOE",Non Strata,1650000,2017-03-04,N
"45 GRIVER ST, COTTESLOE",Non Strata,2139000,2006-08-20,N
"47 GRIVER ST, COTTESLOE",Non Strata,2850000,2021-03-11,N
"43 GRIVER ST, COTTESLOE",Non Strata,493000,2000-02-11,N
"41 A ELIZABETH ST, COTTESLOE",Non Strata,1920000,2009-08-06,N
"41 ELIZABETH ST, COTTESLOE",Non Strata,2150000,2007-09-21,N
"44 GRIVER ST, COTTESLOE",Non Strata,400000,1995-07-04,N
"38 GRIVER ST, COTTESLOE",Non Strata,535000,1999-10-16,N
"10 KNOWLES ST, COTTESLOE",Non Strata,260000,1989-04-10,N
"33 ELIZABETH ST, COTTESLOE",Strata,2000000,2021-03-30,N
"10 KNOWLES ST, COTTESLOE",Strata,1250000,2015-03-22,N
"40 GRIVER ST, COTTESLOE",Strata,970000,2006-10-14,N
"42 GRIVER ST, COTTESLOE",Non Strata,1900000,2016-04-09,N
"8 KNOWLES ST, COTTESLOE",Non Strata,1500000,2016-11-10,N
"37 ELIZABETH ST, COTTESLOE",Non Strata,2785000,2022-02-05,N
"3 SALISBURY ST, COTTESLOE",Non Strata,1070000,2002-11-23,N
"22 ELIZABETH ST, COTTESLOE",Non Strata,2500000,2022-07-08,N
"5 SALISBURY ST, COTTESLOE",Non Strata,2200000,2007-05-07,N
"24 ELIZABETH ST, COTTESLOE",Non Strata,450000,1997-01-15,N
"7 SALISBURY ST, COTTESLOE",Non Strata,1670000,2011-01-17,N
"7 A SALISBURY ST, COTTESLOE",Non Strata,1400000,2016-07-08,N
"9 A SALISBURY ST, COTTESLOE",Vacant,1312000,2007-09-19,N
"9 SALISBURY ST, COTTESLOE",Vacant,820000,2009-07-21,N
"26 ELIZABETH ST, COTTESLOE",Non Strata,827000,2004-03-25,N
"30 ELIZABETH ST, COTTESLOE",Non Strata,668000,2002-11-22,N
"11 SALISBURY ST, COTTESLOE",Non Strata,2800000,2020-11-14,N
"13 SALISBURY ST, COTTESLOE",Vacant,416000,2002-01-30,N
"13 A SALISBURY ST, COTTESLOE",Vacant,385000,2000-12-14,N
"17 SALISBURY ST, COTTESLOE",Strata,1050000,2012-01-28,N
"17 A SALISBURY ST, COTTESLOE",Strata,950000,2007-06-27,N
"15 SALISBURY ST, COTTESLOE",Strata,1350000,2020-06-14,N
"14 B NORTH ST, COTTESLOE",Strata,880000,2007-01-16,N
"14 A NORTH ST, COTTESLOE",Strata,134500,1992-10-22,N
"32 ELIZABETH ST, COTTESLOE",Non Strata,525000,2001-10-06,N
"16 NORTH ST, COTTESLOE",Non Strata,1325000,2015-07-20,N
"18 NORTH ST, COTTESLOE",Non Strata,615000,2002-09-10,N
"20 A NORTH ST, COTTESLOE",Strata,935000,2014-03-18,N
"20 B NORTH ST, COTTESLOE",Strata,830000,2016-10-18,N
"48 GRIVER ST, COTTESLOE",Non Strata,821000,2000-12-29,N
"50 GRIVER ST, COTTESLOE",Non Strata,1297000,2007-06-07,N
"22 NORTH ST, COTTESLOE",Non Strata,1800000,2015-10-15,N
"46 GRIVER ST, COTTESLOE",Non Strata,2900000,2022-02-21,N
"24 NORTH ST, COTTESLOE",Non Strata,1550000,2009-09-16,N
"53 GRIVER ST, COTTESLOE",Non Strata,1330000,2012-04-27,N
"56 KATHLEEN ST, COTTESLOE",Non Strata,1150000,2014-10-18,N
"34 NORTH ST, COTTESLOE",Non Strata,1570000,2018-12-13,N
"51 GRIVER ST, COTTESLOE",Non Strata,3300000,2021-11-15,N
"32 NORTH ST, COTTESLOE",Non Strata,405000,2001-07-28,N
"54 KATHLEEN ST, COTTESLOE",Non Strata,2400000,2018-07-24,N
"30 NORTH ST, COTTESLOE",Non Strata,350000,1999-09-14,N
"40 NORTH ST, COTTESLOE",Non Strata,158000,1990-05-17,N
"362 MARMION ST, COTTESLOE",Non Strata,840000,2001-02-08,N
"361 MARMION ST, COTTESLOE",Non Strata,2000000,2010-10-29,N
"359 MARMION ST, COTTESLOE",Non Strata,640000,2001-09-29,N
"58 LYONS ST, COTTESLOE",Non Strata,1650000,2018-01-06,N
"59 LYONS ST, COTTESLOE",Non Strata,6102000,2021-12-05,N
"57 LYONS ST, COTTESLOE",Non Strata,1605000,2009-08-29,N
"55 LYONS ST, COTTESLOE",Non Strata,255000,1991-01-22,N
"53 LYONS ST, COTTESLOE",Non Strata,2450000,2020-10-24,N
"49 LYONS ST, COTTESLOE",Vacant,340000,1995-05-04,N
"47 LYONS ST, COTTESLOE",Vacant,338000,1996-02-24,N
"45 LYONS ST, COTTESLOE",Non Strata,2750000,2011-11-12,N
"44 LYONS ST, COTTESLOE",Non Strata,1150000,2004-10-12,N
"351 MARMION ST, COTTESLOE",Vacant,2700000,2021-05-03,N
"349 MARMION ST, COTTESLOE",Vacant,375000,1996-03-11,N
"46 LYONS ST, COTTESLOE",Non Strata,3450000,2022-02-13,N
"48 LYONS ST, COTTESLOE",Non Strata,1640500,2009-03-07,N
"50 LYONS ST, COTTESLOE",Non Strata,520000,1999-04-16,N
"52 LYONS ST, COTTESLOE",Non Strata,395000,1998-02-16,N
"355 MARMION ST, COTTESLOE",Non Strata,855000,2003-03-20,N
"353 MARMION ST, COTTESLOE",Non Strata,2880000,2021-06-01,N
"354 MARMION ST, COTTESLOE",Non Strata,3460000,2021-05-25,N
"356 MARMION ST, COTTESLOE",Non Strata,1650000,2009-06-16,N
"1 FEDERAL ST, COTTESLOE",Non Strata,1415000,2008-07-12,N
"3 FEDERAL ST, COTTESLOE",Non Strata,865000,2004-08-07,N
"50 NORTH ST, COTTESLOE",Non Strata,1132500,2009-12-03,N
"48 NORTH ST, COTTESLOE",Non Strata,1351000,2019-02-09,N
"1 A FEDERAL ST, COTTESLOE",Non Strata,2830000,2022-02-14,N
"52 NORTH ST, COTTESLOE",Non Strata,800000,2020-06-22,N
"2 B FEDERAL ST, COTTESLOE",Non Strata,1375000,2017-11-10,N
"44 NORTH ST, COTTESLOE",Non Strata,1345000,2020-11-10,N
"42 NORTH ST, COTTESLOE",Non Strata,2160000,2021-03-06,N
"2 A FEDERAL ST, COTTESLOE",Non Strata,1630000,2020-05-08,N
"2 FEDERAL ST, COTTESLOE",Non Strata,1650000,2014-02-08,N
"4 FEDERAL ST, COTTESLOE",Non Strata,1030000,2003-06-28,N
"6 FEDERAL ST, COTTESLOE",Non Strata,1600000,2015-07-25,N
"8 FEDERAL ST, COTTESLOE",Non Strata,1688000,2018-09-21,N
"10 FEDERAL ST, COTTESLOE",Non Strata,1850000,2016-02-05,N
"7 FEDERAL ST, COTTESLOE",Non Strata,190000,1991-08-27,N
"5 FEDERAL ST, COTTESLOE",Non Strata,1820000,2007-06-04,N
"9 FEDERAL ST, COTTESLOE",Non Strata,1820000,2015-11-14,N
"352 MARMION ST, COTTESLOE",Non Strata,1550000,2013-01-22,N
"350 MARMION ST, COTTESLOE",Non Strata,560000,1999-09-07,N
"348 MARMION ST, COTTESLOE",Non Strata,1070000,2002-09-10,N
"346 MARMION ST, COTTESLOE",Non Strata,170000,1988-07-20,N
"344 MARMION ST, COTTESLOE",Non Strata,467000,1999-05-08,N
"342 MARMION ST, COTTESLOE",Non Strata,1800000,2010-08-20,N
"13 FEDERAL ST, COTTESLOE",Non Strata,1859000,2007-03-25,N
"11 FEDERAL ST, COTTESLOE",Non Strata,2155000,2014-09-16,N
"15 FEDERAL ST, COTTESLOE",Non Strata,1535000,2007-02-21,N
"12 FEDERAL ST, COTTESLOE",Non Strata,1900000,2012-01-27,N
"14 FEDERAL ST, COTTESLOE",Non Strata,1800000,2010-11-25,N
"16 FEDERAL ST, COTTESLOE",Non Strata,2450000,2017-04-10,N
"2 ACKLAND WAY, COTTESLOE",Non Strata,2750000,2020-04-04,N
"18 FEDERAL ST, COTTESLOE",Non Strata,2300000,2020-07-15,N
"4 ACKLAND WAY, COTTESLOE",Non Strata,2975000,2014-02-02,N
"6 ACKLAND WAY, COTTESLOE",Non Strata,2450000,2020-12-01,N
"8 ACKLAND WAY, COTTESLOE",Non Strata,215000,1992-08-28,N
"334 MARMION ST, COTTESLOE",Non Strata,2700000,2011-10-24,N
"338 MARMION ST, COTTESLOE",Non Strata,1380000,2016-06-16,N
"336 MARMION ST, COTTESLOE",Non Strata,1880000,2009-08-05,N
"329 MARMION ST, COTTESLOE",Strata,515000,2002-05-09,N
"26 LYONS ST, COTTESLOE",Non Strata,3125000,2023-08-04,N
"333 MARMION ST, COTTESLOE",Non Strata,2280000,2011-08-31,N
"28 LYONS ST, COTTESLOE",Non Strata,940000,2004-04-24,N
"343 MARMION ST, COTTESLOE",Non Strata,3550000,2010-06-14,N
"339 MARMION ST, COTTESLOE",Non Strata,550000,1993-03-06,N
"42 LYONS ST, COTTESLOE",Non Strata,233000,1993-06-01,N
"40 LYONS ST, COTTESLOE",Non Strata,1800000,2011-05-19,N
"38 LYONS ST, COTTESLOE",Non Strata,3250000,2022-08-19,N
"337 MARMION ST, COTTESLOE",Non Strata,265000,1992-07-28,N
"34 LYONS ST, COTTESLOE",Non Strata,1125000,2005-10-01,N
"32 LYONS ST, COTTESLOE",Non Strata,2400000,2020-07-06,N
"36 LYONS ST, COTTESLOE",Non Strata,510000,1999-07-06,N
"335 MARMION ST, COTTESLOE",Non Strata,3200000,2007-05-07,N
"41 LYONS ST, COTTESLOE",Non Strata,2525000,2019-10-18,N
"43 LYONS ST, COTTESLOE",Non Strata,990000,2004-10-12,N
"39 LYONS ST, COTTESLOE",Non Strata,895000,2003-04-14,N
"37 LYONS ST, COTTESLOE",Non Strata,4350000,2023-04-22,N
"33 LYONS ST, COTTESLOE",Non Strata,1902500,2017-03-11,N
"31 LYONS ST, COTTESLOE",Non Strata,1100000,2002-09-09,N
"29 LYONS ST, COTTESLOE",Non Strata,730000,2002-05-19,N
"27 LYONS ST, COTTESLOE",Non Strata,1480000,2006-01-15,N
"31 BRIGHTON ST, COTTESLOE",Non Strata,2450000,2017-11-11,N
"29 BRIGHTON ST, COTTESLOE",Non Strata,2670000,2019-03-23,N
"27 BRIGHTON ST, COTTESLOE",Non Strata,1775000,2015-02-02,N
"218 BROOME ST, COTTESLOE",Vacant,1055000,2015-10-22,N
"218 A BROOME ST, COTTESLOE",Vacant,1155000,2013-05-31,N
"220 BROOME ST, COTTESLOE",Non Strata,3060000,2018-08-29,N
"224 BROOME ST, COTTESLOE",Non Strata,750000,2001-12-01,N
"226 B BROOME ST, COTTESLOE",Strata,1810000,2020-11-13,N
"33 BRIGHTON ST, COTTESLOE",Non Strata,215000,1989-02-16,N
"39 BRIGHTON ST, COTTESLOE",Non Strata,545000,1998-03-23,N
"37 BRIGHTON ST, COTTESLOE",Non Strata,2400000,2020-08-16,N
"1/28-30 BRIGHTON ST, COTTESLOE",Strata,700000,2023-08-29,N
"34 BRIGHTON ST, COTTESLOE",Non Strata,300000,1993-01-22,N
"36 BRIGHTON ST, COTTESLOE",Non Strata,1825000,2019-06-18,N
"38 BRIGHTON ST, COTTESLOE",Non Strata,2275000,2021-02-11,N
"41 BRIGHTON ST, COTTESLOE",Non Strata,1862500,2013-04-19,N
"43 BRIGHTON ST, COTTESLOE",Non Strata,185000,1990-10-02,N
"44 BRIGHTON ST, COTTESLOE",Non Strata,6000000,2023-06-18,N
"46 BRIGHTON ST, COTTESLOE",Non Strata,2280000,2018-11-04,N
"51 BRIGHTON ST, COTTESLOE",Non Strata,2100000,2013-10-18,N
"47 BRIGHTON ST, COTTESLOE",Non Strata,5900000,2023-08-31,N
"49 BRIGHTON ST, COTTESLOE",Non Strata,4700000,2022-02-24,N
"238 BROOME ST, COTTESLOE",Strata,1525000,2019-01-06,N
"238 A BROOME ST, COTTESLOE",Strata,171000,1993-09-11,N
"236 BROOME ST, COTTESLOE",Non Strata,640000,2000-06-09,N
"234 BROOME ST, COTTESLOE",Non Strata,2650000,2019-03-09,N
"232 BROOME ST, COTTESLOE",Non Strata,2750000,2017-10-09,N
"228 BROOME ST, COTTESLOE",Non Strata,232000,1988-12-17,N
"230 BROOME ST, COTTESLOE",Non Strata,2800000,2009-12-23,N
"48 OZONE PDE, COTTESLOE",Strata,1655000,2009-11-09,N
"59 MARGARET ST, COTTESLOE",Non Strata,1740000,2022-02-22,N
"55 MARGARET ST, COTTESLOE",Non Strata,349000,1997-09-03,N
"228 MARINE PDE, COTTESLOE",Non Strata,1600000,2001-10-19,Y
"230 MARINE PDE, COTTESLOE",Non Strata,10381,2000-10-31,N
"57 MARGARET ST, COTTESLOE",Non Strata,1575000,2017-05-03,N
"10/232 MARINE PDE, COTTESLOE",Strata,310000,2023-02-17,N
"53 MARGARET ST, COTTESLOE",Non Strata,1975000,2007-07-10,N
"49 MARGARET ST, COTTESLOE",Non Strata,330000,1997-05-29,N
"226 MARINE PDE, COTTESLOE",Non Strata,1600000,2001-10-19,Y
"48 MARGARET ST, COTTESLOE",Non Strata,3700000,2011-12-21,N
"51 MARGARET ST, COTTESLOE",Non Strata,990000,2005-02-17,N
